Sentence,Sentiment
Adicionado mais $ bbby @jimcramer está errado sobre este.Ainda um comerciante muito lucrativo com lojas lucrativas,positive
"As vendas de cerveja de Rinkuskiai caíram 6,5 %, para 4,16 milhões de litros, enquanto as vendas de cerveja da Kauno Alus saltaram 6,9 %, para 2,48 milhões de litros.",neutral
"Notícias de negócios da Internet --® 1995-2006 M2 Communications Ltd Como parte de uma unidade para proteger os usuários de seu serviço de Internet Banking, o Barclays Bank anunciou que é para recomendar a segurança da Internet com seus clientes.",neutral
"O escritório de Halonen reconheceu receber a carta, mas se recusou a comentar.",neutral
"O BoomeRanger Boats OY é especializado em construção e desenhos de barcos, fabrica e vende barcos infláveis ​​rígidos personalizados principalmente para o mercado do mar Báltico.",neutral
"O valor justo das propriedades de investimento da empresa cresceu para 2,803 bilhões de euros no final de março de 2009, ante 2,691 milhões de euros no ano anterior.",positive
"`` Chegamos a um acordo com o sindicato de que os vôos continuarão normalmente '', disse o porta -voz da Finnair, Usko Maatta.",positive
$ Osur subiu 33% desde o sinal de compra de 6/25.Resistência 5.33 - Espere 1. Pullback 2º semestre do dia ou 2. Quebre o ABOV 5.33 e continue com a manifestação por 4-5 dias,positive
"A empresa teve vendas líquidas de 10,8 milhões de euros em 2008 e hoje possui aproximadamente 120 funcionários na Finlândia, Estônia e Polônia.",neutral
"O corretor destaca a Cargotec como seu estoque preferido no setor, pois é um jogo puro no manuseio global de carga e contêineres, e espera que ele desempenhe um papel ativo na consolidação da indústria.",positive
Espera-se que o capital combinado desses fundos seja de 100mn-150mn EUR.,neutral
"A redução total do número de funcionários será de 50 pessoas, informou a empresa.",negative
O objetivo é desenvolver soluções de aplicativos de código aberto.,neutral
As vendas líquidas de todo o ano fiscal de 2008 serão menores que em 2007 e o lucro operacional será estimado como negativo.,negative
O contrato consiste em um novo edifício com uma área de 18.000 m² e reforma dos edifícios existentes.,neutral
Varejistas Kingfisher e Sports Direct Rise no Índice de Ações da Grã -Bretanha,positive
O preço das ações do Persimmon aumenta em 23% no aumento da receita do ano inteiro,positive
"Para conferir ou fazer uma oferta, eles estarão no showroom de Deka, Fortitude Valley.",neutral
"A nova instalação, a ser conhecida como Technopolis Pulkovo, apresentará ao mercado russo um conceito totalmente novo de criar, operar e aumentar um parque de ciências e tecnologia com financiamento comercial para apoiar o crescimento de empresas intensivas em conhecimento.",neutral
A coleta de vendas da Tesco não é suficiente,negative
$ Trip mantém a classificação neutra no JP Morganpt reduziu $ 61 a partir de US $ 66,neutral
"O número de índice mais pobre foi dado à empresa de energia finlandesa Fortum, 4,5.",negative
"Os filtrados extraídos são muito altos em clareza, enquanto os bolos de filtro seco atendem aos limites de umidade de transporte (TMLs) necessários para seus graus de minério.",neutral
"`Este pedido está incluído no livro de pedidos da Wartsila no segundo trimestre ', acrescentou a empresa.",neutral
A empresa também disse que a implantação da rede 4G dinamarquesa continua e espera cobrir 75 % da população dinamarquesa em 2011.,neutral
"O descarte do AutoTank também fortalecerá a estrutura de capital da ASPO '', comentou Gustav Nyberg, CEO da ASPO.",positive
"Micron Technology Inc #NASDAQ: $ MU caiu 2,3% hoje e 8,9% desde que foi colocado ""o curto"" https://t.co/eqqltfuiou",negative
"Laboratório Finlandês Manuseio de Líquidos e Sistemas de Testes de Diagnóstico Desenvolvedor BIOHIT OYJ OMX HELSINKI: BIOBV emitido na terça -feira, 3 de junho, um aviso de lucro para o exercício financeiro de 2008.",neutral
"`` Tenho o prazer de receber o pedido e a confiança do comitê de indicação '', diz Jon Risfelt.",positive
"$ AAPL As ações sobem quando Barron vê 40% de vantagem, Jim Cramer's Take https://t.co/lkld9mvkbq",positive
"A empresa também disse que em 16 de novembro de 2006 seu fundo imobiliário I KY assinou um acordo com a fabricante de janelas finlandesa Fenestra Oy para construir uma planta de janela na Forsa, no sul da Finlândia.",positive
"No terceiro trimestre, as vendas líquidas aumentaram 12 % ano a ano, para 159,5 milhões de euros, ou em 6 % no crescimento comparável das taxas de moeda.",positive
ITV perseguir a aquisição do entretenimento do Canadá: Bloomberg,positive
"A Cramo é uma empresa de serviços especializada em máquinas de construção e aluguel de equipamentos e serviços relacionados a aluguel, bem como o aluguel e a venda de espaço modular.",neutral
"Dependendo da situação do mercado, esses projetos são vendidos após 1 a 3 anos após a conclusão.",neutral
AstraZeneca pesando uma tentativa de Acerta para garantir o medicamento para câncer de sangue,positive
$ Hrl pronto para aparecer!http://stks.co/s0ny4,positive
Notícias Feedfte 100 Movers: LSE Surge como Ice diz a oferta de refúgio;Tanque Ashtead e Barclays,positive
O Elcoteq SE é a maior fabricante de eletrônicos de contrato da Europa e criou uma unidade em Bangalore em associação com a Avista Advisory of Mumbai.,neutral
"O IVA de vendas inclusivo expandiu 19 %, para 351 milhões de euros.",positive
"O lucro operacional aumentou 145,1 %, para 8,3 milhões de euros, ante 3,4 milhões de euros.",positive
"Alexandria, Virgínia, 19 de dezembro - Patente dos Estados Unidos no.7.853.620, emitido em 14 de dezembro, foi designado para a Nokia Corp. (Espoo, Finlândia).",neutral
"País : ;Setor da Alemanha: Propriedade da Real da Construção;Alvo de engenharia de máquinas: Caverion GmbH Comprador: Yit OYJ Tamanho do negócio em USD: 90,3 M Tipo: Aquisição corporativa Status: Acordado",neutral
$ Amrn está se acumulando.Acho que compre agora ou segure sua paz.Isso deve subir hoje/amanhã.,positive
"O lucro operacional aumentou para 3,11 milhões de euros, de 1,22 Mn no período correspondente em 2009.",positive
"No ano passado, a Sysopen Digia investiu no IBM Product Know-How na construção de sistemas Portal e Trading Place e implementou com sucesso soluções de clientes suportadas por ele.",positive
"(ADP News) - 4 de fevereiro de 2009 - Os sistemas de comunicação e soluções de comunicação de dados de banda larga finlandesa Teleste OYJ (HEL: TLT1V) disseram hoje que seu lucro líquido diminuiu para 5,5 milhões de euros (US $ 7,2 m) em 2008, de 9,4 milhões de euros por 200 por 200",neutral
"Um pagamento de ganho de até 4,0 mln euros (US $ 5,3 mln) também pode ser pago, dependendo do desempenho financeiro da Intellibis em 2007.",neutral
"O efeito da moeda teve um impacto negativo de 3,0 PCT ou 20 mln (US $ 31,3 mln), na receita.",negative
"Somente L+ñnnen Tehtaat mostrou uma perda, mas apenas recentemente começou a racionalizar medidas.",neutral
18:30 Jantar O programa da conferência também pode ser visto como um webcast de áudio ao vivo através das páginas da Internet em www.citycon.com.,neutral
"A margem de lucro operacional aumentou de 11,2 % para 11,7 %.",positive
"O lucro operacional totalizou 1,22 milhão de euros, abaixo dos 3,56 milhões de euros no primeiro trimestre de 2008.",negative
"Fundada em 1985, a clientela da Quatrocon é composta por construtores do setor público, empresas comerciais centrais e principais empresas de construção.",neutral
"$ Russ não pegue facas caindo, mas acho que uma entrada está chegando em breve nisso",positive
"O lucro da Companhia antes dos impostos caiu para 21,1 mN no terceiro trimestre de 2008, em comparação com 35,8 milhões de euros no período correspondente em 2007.",neutral
"As autoridades russas inspecionaram os danos e deram permissão à embarcação para continuar a Tallinn por volta das 4h30. O M-T Sten Nordic, registrado norueguês, estava carregando 11.000 toneladas de óleo a gás e era tripulado por uma tripulação filipina.",neutral
O governo marítimo disse que os navios ignoraram os avisos sobre as condições geladas.,neutral
"$ Wfm comprou um pouco ontem, esperando um pop dos ganhos.",positive
"A empresa alemã também assinou um contrato de compartilhamento de código com outro membro do OneWorld-American Airlines Inc, parte da AMR Corp, com sede nos EUA (NYSE: AMR).",positive
Odell não entrou em contato com o estado da Finlândia nesta edição.,neutral
"Infraestrutura de Borealis, reunindo uma nova oferta de Severn Trent",positive
"Este pedido, quando entregue, trará a produção total de eletricidade na Itália gerada por equipamentos de Wartsila para mais de 1.300 MW.",neutral
"Cooper SH, distribuidor do Reino Unido para o fabricante de equipamentos de elevador Konecranes, ganhou o contrato de cinco anos que envolve tecnologias de baixa manutenção e economia de combustível.",positive
"Sob uma estimativa preliminar, o parque tecnológico medirá cerca de 50.000 metros quadrados.",neutral
A empresa planeja gastar o produto da oferta de direitos para fortalecer seu balanço patrimonial.,neutral
"O lucro por ação (EPS) no primeiro semestre de 2007 foi de 0,29 euros, abaixo de 0,40 anos atrás.",neutral
"$ Rxii tang é realmente tóxico, eles continuam reduzindo o preço das ações.Pelo menos eles poderiam deixá -lo subir um pouco antes de arrastá -lo para baixo.",negative
"O consórcio de vendas inclui fundos gerenciados pela Unidade de Capital de Venture do Oko Bank, Bio Fund Management e Finland Industry Investment, um grupo de investimentos de propriedade do governo.",neutral
"Amer Sports desinvere um local industrial em Rumilly, França - Este anúncio é distribuído pela Thomson Reuters em nome dos clientes da Thomson Reuters.",neutral
"A Metsa-Botnia financiará o pagamento de dividendos, o reembolso do capital e a recompra de suas próprias ações com os fundos derivados de seu desinvestimento das operações do Uruguai e ações em Pohjolan Voima e utilizando suas instalações de financiamento existentes.",neutral
"Rt fitzstock2004: $ iyt http://stks.co/1nbf Os transportes sempre lideram o caminho, e eles quebraram a linha DT 1, MACD Cross, Bull Flag =",positive
"O EBIT excluindo itens não recorrentes, totalizou 67,8 mN de euros, acima dos 38,1 mn de euros.",positive
A margem a diesel permaneceu alta.,positive
"A perda operacional totalizou 0,3 milhões de euros em comparação com um lucro de 2,2 milhões de euros no período correspondente em 2007.",negative
"O FTSE se reúne com três meses de baixa, impulsionado por Stanchart, Sainsbury",positive
"O crescimento da ativação dos clientes da Talentum, que começou no final de 2009, continuou durante o período do relatório, afirmou a empresa.",positive
O número máximo de novas ações a serem oferecidas é de 22 milhões.,neutral
Marimekko faz todo tipo de compra de impulso colorida `` guarda.,neutral
"O provedor de soluções de software de gerenciamento finlandês IXONOS OYJ Lucro líquido diminuiu para 369.000 euros (US $ 575.000) para o primeiro trimestre de 2008, de 669.000 euros (US $ 1,0 mln) para o mesmo período de 2007.",neutral
"A venda, que resultará em um ganho de cerca de 60 milhões de euros no segundo trimestre de 2010 para o Oriola-KD, apoia a estratégia da empresa finlandesa de se concentrar em operações de atacado e varejo farmacêuticas.",positive
"A orientação foi estabelecida em 90 pontos base no meio do SWAPS, segundo o relatório.",neutral
O distribuidor de medicamentos finlandês e atacadista Oriola-KD Oyj disse em 11 de outubro de 2006 que nomeou Anne Kariniemi vice-presidente de seu departamento de logística e fornecimento em 15 de janeiro de 2007.,neutral
"É uma má idéia fazer previsões de 5 min baseadas na fé: RT @dandyDuct $ AAPL Signal Signal atingido em 584, ele cairá pelos próximos 5 minutos",negative
Os contratos compreendem ordens prontas para sistemas RORO para dois navios de cruzamento de roro em construção para a linha Viking e Tallink.,neutral
"$ ENDP Saída de reversão .11 x 3k ações = $ 330 - agora por muito tempo - não recebendo acompanhamento, ambos os lados da ação do preço",positive
O preço da Ação da ITV salta no relatório da oferta NBCUniversal da Comcast para aquisição ...,positive
Anúncio da Bolsa de Valores da ASPO PLC em 4 de maio de 2006 às 10:00.,positive
O contrato de quatro anos entre o Banco e o Ski Sport Finlândia trará os anúncios do Banco aos capacetes e bonés dos esquiadores.,neutral
"De acordo com o fundador e presidente do Conselho da Finlandesa Scanfil, Jorma J. Takanen, a empresa precisa procurar crescimento no exterior.",neutral
"Quando novos tipos de elementos de rede são adicionados à rede, o arquivo de conversão é atualizado adicionando as informações necessárias para converter o formato da mensagem do novo tipo de elemento de rede no formato compreendido pelo sistema de gerenciamento.",neutral
"No vídeo acima do gerente de design de Marimekko, Noora Niiininoski, explica que as marcas são um ajuste natural um para o outro, porque ambos têm um estilo atemporal.",neutral
Fizemos investimentos de longo prazo no desenvolvimento do modelo de implementação do sistema.,neutral
"A CompTel, um fornecedor do software Sistema de Suporte a Operações Dinâmicas (OSS), foi selecionado pela Orascom Telecom (OTH) como parceiro para soluções de provisionamento e ativação para serviços móveis.",positive
$ AAPL Eu sou grande com isso.Parece que está caindo em direção a 530 .. :(,negative
"O NTSB disse que os investigadores devem realizar testes de distância da visão em 18 de julho, usando trens semelhantes aos envolvidos no acidente.",neutral
"A Amer Sports OYJ (HEL: AMEAS) disse hoje que sua perda líquida diminuiu para 16,9 milhões de euros (22,3 m) no segundo trimestre de 2010, de 23,2 milhões de euros no período correspondente do ano anterior.",positive
"O retorno do investimento foi de 5,0 %, em comparação com 4,1 % negativo em 2009.",positive
"O escopo de entrega da OUTOTEC inclui design, engenharia básica e oferta de equipamentos proprietários para uma planta de sinterização com uma área de grade de 496 metros quadrados.",neutral
O contrato entrará em vigor em 2009 por um período de cinco ou dez anos.,neutral
"Simultaneamente, sua área de responsabilidade é estendida de assuntos jurídicos para cobrir também fusões e aquisições.",neutral
"Peer Peugeot caiu 0,81 PCT, pois suas vendas aumentaram apenas 6,3 PCT do mesmo período do ano passado.",neutral
Três estudantes da Universiti Sains Malaysia venceram uma viagem de estudo a Helsinque.,neutral
"A empresa de investimento imobiliário finlandês CityCon expandirá e reformulará o shopping center +àkersberga em Estocolmo, na Suécia.",neutral
5 Melhores analistas classificaram as ações nas últimas 72hrs: $ orcl $ aapl $ cbs $ ino $ cpxx Ver todas as classificações aqui: https://t.co/irid6zd5gc,positive
"ATUALIZAÇÃO: O caqui lucra fortemente, perspectiva positiva",positive
"Total de duas ofertas foram recebidas pela Autoridade Contratadora para participar deste contrato;No entanto, o contrato foi atribuído a afetar a Finlândia OY.",neutral
"Embora eu não consiga entender o que eles estão dizendo, é impressionante vê -lo atingir a bola nessas velocidades.",neutral
"Vendas brutas mútuas do Q1 de RPT, UP 18 PCT",positive
O banco também está examinando os benefícios de transferir os negócios suecos para operar como uma filial para que as operações sejam governadas pelas leis da Finlândia.,neutral
"A Motorola Inc. dos Estados Unidos ficou em segundo lugar com remessas de 217,4 milhões de unidades para uma participação de 21,3 %, seguida pela Samsung Electronics Co. da Coréia do Sul com remessas de 118,0 milhões de unidades por uma participação de 11,6 %.",neutral
O valor máximo do empréstimo de capital será de 30 milhões de euros e a assinatura mínima - Eur10.000.,neutral
"(ADPNEWS)-3 de fevereiro de 2010-A fabricante de aço Rautaruukki Oyj, sediada na Finlândia (HEL: RTRKS), ou Ruukki, disse hoje que caiu para uma perda antes do esperado de 46 milhões de euros (US $ 64,5 m) no quartotrimestre de 2009 de um",neutral
@Sharkbiotech Se alguém estiver vendendo/curto $ AGN B/C Você acredita,positive
A empresa está listada no Nordic Exchange em Helsinque.,neutral
$ PYPL Great Vol Flow Trade aqui .. Ame esta empresa há muito tempo.,positive
$ V Um potencial padrão de tubarão em baixa se o ponto B $ 226 a ser retirado.http://stks.co/i0ggh,negative
"Tanto o lucro operacional quanto o faturamento para o período de nove meses aumentaram, respectivamente, de 2,4 me euros e 43 m, em comparação com o período correspondente de um ano atrás.",positive
"A ordem compreende quatro moinhos de bolas, que serão organizados em dois riachos diferentes para o tratamento de minério na mina de Pilanesberg Platinum.",neutral
Comunicado de imprensa da Alma Media Corporation 25 de março de 2010 Tyrv+ä+än Sanomat Compra confirmou que as operações comerciais de Tyrv+ñ+ñn Sanomat Oy serão transferidas para Suomen Paikallissanomat Oy.,neutral
A situação de produção agora melhorou.,positive
"A SSH Communications Security Corporation está sediada em Helsinque, Finlândia.",neutral
"Para todo o 2010, a empresa espera que suas vendas líquidas e resultado operacional melhorem em relação ao ano anterior, dizendo que um resultado operacional positivo e seu valor dependerão da ingestão de ordem até o final do verão.",positive
"A margem operacional, no entanto, caiu para 14,4 % de 15,1 %, arrastada por um desempenho ruim nas soluções corporativas.",neutral
"A empresa de produtos de metal finlandesa Componente Oyj Lucro líquido aumentou para 26,1 mln euro (US $ 35,9 mln) para o primeiro trimestre de 2007, de 5,3 mln euro (US $ 7,3 mln) para o mesmo período de 2006.",positive
"Então, a partir de hoje (15/8/14), eu sou muito tempo $ TSLA $ AMTD $ TWTR $ FB $ AAPL $ CELG - tudo em uma base técnica de longo prazo.",positive
"O ativo principal de negócios adquirido é uma solução de autenticação e assinatura móvel, marcada como Tectia MobileId, que fornece autenticação para e-mails da Web, SSL-VPN, MS SharePoint, Tectia Secure Solutions e outros aplicativos e recursos.",neutral
"O relatório examina a estrutura e operações dos negócios de equipamentos médicos, histórico e produtos, e fornece uma análise de suas principais linhas de receita de equipamentos médicos.",neutral
"ADPNEWS - 3 de agosto de 2009 - O grupo de mídia finlandês Ilkka -Yhtyma Oyj Hel: ILK2S disse hoje que seu lucro líquido caiu 45 % no ano para 5,9 milhões de euros de US $ 8,4 m no primeiro semestre de 2009.",neutral
A nova tecnologia melhora a qualidade e a consistência do vidro enquanto aumenta a taxa de transferência.,positive
London MarketWatch-O Nokia Nok disse que ganhou um contrato de serviços de cinco anos para administrar as operações de rede de Hutchison Essar em nove locais na Índia.,positive
"@Soullor O q $ swy comum geralmente apresenta.Vendas fracas, margens para baixo, dívidas ainda acima.",negative
"A margem de lucro operacional foi de 8,3 %, em comparação com 11,8 % no ano anterior.",negative
"As vendas líquidas consolidadas aumentaram 16 % para atingir 74,8 m de euros, enquanto o lucro operacional totalizou 0,9 m em comparação com uma perda de EUR0 0,7 m no período do ano anterior.",positive
O fabricante finlandês de máquinas florestais Ponsse emitiu um aviso de lucro.,neutral
"`` O valor empresarial do moinho de celulose Bentos e totais orientais florestais de Bentos aproximadamente 1,6 bilhão de Euro '' ', disse UPM.",neutral
O aluguel de equipamentos de construção representava 88 % da receita operacional.,neutral
As medidas resultam da fraca demanda na indústria de construção naval.,negative
"29 de maio de 2010 (Companiesndmarkets.com entregue pela Newstex) - Este relatório fornece dados e informações importantes sobre o mercado de carne, peixe e aves na Finlândia.",neutral
"Além da demanda na Finlândia, a exportação de produtos de pedra de linha também aumentou.",positive
Os instrumentos atuais de grau de referência são desafiadores para operar devido ao seu alto preço e complexidade para uso de rotina.,negative
`` Eles já alocaram dinheiro para o inventário.,neutral
Um total de 131000 novas ações da Companhia de Mineração da Talvivaara Plc foram assinadas durante o período entre 1 de maio de 2010 e 30 de junho de 2010 sob os direitos de opção de ações da empresa 2007a.,neutral
"EUR/USD Encontrando suporte perto de 1,10 nível $ ERO $ UUP $ UDN $ fxe http://stks.co/b29eu",positive
O valor anual dos contratos é estimado em US $ 2 milhões nos próximos três anos.,neutral
"Além disso, lançaremos um serviço on -line versátil para concluir o jornal impresso tradicional, diz Valkama.",neutral
"A empresa disse que as operações serão vendidas a uma empresa recém-estabelecida, a CPS GmbH, onde a atual administração do negócio de plásticos é um co-proprietário.",neutral
"A empresa de produtos de metal finlandesa Componente Oyj Lucro líquido caiu um pouco para 25,1 mln euro (US $ 40,2 mln) para o primeiro semestre de 2008, de 25,4 mln euro (US $ 40,7 mln) para o mesmo período de 2007.",neutral
MarketsBP promove o chefe upstream para o vice -CEO,neutral
"O FTSE da Grã -Bretanha se recupera, Mondi e Barratt Lead",positive
"Loudeye Corp., US $ 2,56 a US $ 4,33 Nokia Corp., queda de 10 centavos de US $ 19,46, a Nokia concordou em comprar o distribuidor de música digital por US $ 60 milhões.",neutral
"Ragutis, controlado pela cervejaria finlandesa Olvi, alcançou um aumento de 5,7 % nas vendas de cerveja para 22,6 milhões de litros e manteve uma participação de mercado de 10,75 %.",positive
"A Finnair disse que o cancelamento de voos causaria perdas diárias de X20AC 2,5 milhões de US $ 3 milhões.",negative
O setor de energia representou aproximadamente 33 % e a indústria siderúrgica por cerca de 57 % do volume de transporte.,neutral
O parque eólico de 5.000 megawatts planejado em Raahe seria construído no exterior em frente às obras de Raahe de Ruukki.,neutral
"A empresa australiana Mirabela Nickel concedeu à Tecnologia OUROKUMPU um contrato para a tecnologia de moagem para seu projeto de sulfeto de níquel no estado de Bahia, Brasil.",positive
"Chartered Standard, RBS Escape Capital Raising no Teste de Estresse",positive
"Os lucros operacionais no meio foram de 0,8 m, abaixo de 0,9 m, quando a Glisten investiu na marca e na equipe de gerenciamento.",negative
A expansão deve ser finalizada no outono de 2009.,neutral
"A Finlandesa Konecranes está novamente tentando adquirir o italiano Fantuzzi, um fabricante de guindastes de pórtico e alcançar os empilhadores.",neutral
"13hEscritório Central do Nordea Bank 19 3-ya ulitsa yamskogo polya, edifício 1 telefone: 495 777-34-77 ext.3932, 3931 03.02.2011 Unimilk-EGM 03-04 .02.2011 XVI International Business-Summit Business Business Russia 2011 será realizado.",neutral
"(ADPNEWS)-3 de fevereiro de 2010-A fabricante de aço Rautaruukki Oyj, sediada na Finlândia (HEL: RTRKS), ou Ruukki, disse hoje que caiu para uma perda antes do esperado de 46 milhões de euros (US $ 64,5 m) no quartotrimestre de 2009 de um",negative
A empresa espera que suas vendas líquidas em 2008 aumentem de 5 a 10 % em relação a 2007.,positive
"Cerca de 72 % das ações do Grupo Evraz pertencem à Lanebrook, cujos beneficiários, por um lado, são Millhouse, a holding para os ativos do bilionário Roman Abramovich e seus parceiros de negócios 50 %;e os executivos de Evraz Alexander Abramov e Alexander Frolov 50 %, por outro.",neutral
"`` O negócio de margarina foi colocado em boa forma nos últimos dois anos, tornando -o uma adição natural a Bunge, que procura aproveitar sua posição nos mercados central e do norte da Europa '', disse Matti Rihko, CEO da Raisio, em comunicado, em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado em comunicado..",positive
"Os clientes mais leais foram encontrados no Banco de +àland, com um índice de 8,0.",positive
A Tesco quebra seu slide descendente cortando o declínio das vendas pela metade,positive
"O Eriikka S+âderstr+já havia ocupado vários cargos em finanças e controle em redes Nokia, incluindo atuar como controlador de grupo de negócios e ter a posição do controlador corporativo nas redes Nokia Siemens.",neutral
Não foram divulgados detalhes de preços.,neutral
Long $ aapl,positive
Salonen acrescentou que os dados mostram que os inventários de celulose dos produtores na América do Norte estão em declínio.',neutral
"A consultoria finlandesa de TI Satama Interactive OYJ registrou um lucro líquido de 1,4 mln euros $ 2,0 mln nos primeiros nove meses de 2007, em comparação com uma perda líquida de 462.000 euros $ 664.000 no mesmo período de 2006.",positive
"Composta por sete unidades interconectadas, o centro de logística da Mega Image terá 347 metros de comprimento e 12 metros de altura.",neutral
A recuperação da Tesco PLC continua com uma infusão de dinheiro de 250 milhões de libras,positive
"Kesko tem cerca de 2.000 lojas envolvidas em operações de cadeia nos países nórdicos e bálticos, Rússia e Bielorrússia.",neutral
O Trouble Brewing no Legal & General Group Plc e Aviva Plc?,negative
"A Componera, com sede em Helsinque, comprou a empresa Turkish Listada Doktas em outubro de 2006 por 89 milhões de euros, tornando-o o maior investimento finlandês na Turquia até o momento.",neutral
O BCE pode direcionar principalmente a inflação.,neutral
"O lucro operacional totalizou 3,8 milhões de euros, abaixo dos 4,5 milhões de euros no período correspondente em 2005.",negative
O grupo disse que pretende iniciar neste ano o processo de compra de acionistas minoritários da Ragutis com o objetivo de se tornar o único proprietário da empresa.,neutral
"Inicialmente, a empresa disse que no máximo 15 pessoas seriam redundantes na empresa -mãe e cerca de 15 em suas subsidiárias.",neutral
"O contrato incorpora uma solução de classificação de carregamento convergente para voz e dados, que inclui Internet, GPRS, SMS, MMS e WAP.",neutral
O medicamento para câncer de pulmão da AstraZeneca obtém a aprovação da FDA,positive
"Nossos clientes incluem empresas nos setores do setor de energia e processo, em particular.",neutral
"A Europa, no entanto, continua sendo um mercado importante e forte para nós.",neutral
Morrisons e Debenhams Surpreende a cidade com o Natal de volta,positive
O projeto em andamento em que a TEKLA Structures está sendo usada é o Vashi Exhibition Center sendo desenvolvido pela Inspeel Engineers Pvt Ltd-Iivrcl Infraestruturas & Projects Ltd & Cidco.,neutral
"O Talentum espera que as vendas líquidas de seus negócios principais aumentem em 2008, em comparação com 2007.",positive
"Os lucros operacionais no meio foram de 0,8 m, abaixo de 0,9 m, quando a Glisten investiu na marca e na equipe de gerenciamento.",neutral
"Sua receita anual total chega a cerca de 160 mln zloty (US $ 56,9 MLN-42 .3 MLN EURO).",neutral
"O aumento correspondente no capital social, 422, 754, foi inserido hoje no registro comercial.",neutral
"O Grupo EBIT no primeiro tempo foi de 13,6 m de US $ 17,8 m, ficando aquém dos EUR22,5 m, foi publicado no mesmo período de 2009.",neutral
"As relações com a cidade foram ainda mais danificadas por comentários de Ashley, criticando os investidores e analistas da cidade como `` chorar bebês ''.",negative
"O motor possui uma produção elétrica de 18.321 kW, tornando -o o maior conjunto de geração movido a gás no mundo.",neutral
"O lucro antes dos impostos totalizou 4,9 milhões de euros em comparação com 5,2 milhões de euros no primeiro trimestre de 2005.",negative
"Mais recentemente, ele fundou a Virent Energy Systems, Inc., uma empresa de biocombustíveis catalíticos de 80 pessoas, onde, como presidente e CEO, liderou a empresa por meio de vários financiamentos, definiu a estratégia de mercado da empresa e garantiu os primeiros clientes da empresa.",neutral
"Os serviços de Addus incluem cuidados pessoais e assistência com atividades de vida diária, enfermagem qualificada e terapias de reabilitação e creche para adultos.",neutral
O TripAdvisor pula em rumores de fusões e a uma https://t.co/o4lwcdxmbr $ TRIP,positive
A Administração Finlandesa de Aviação Civil decidiu reabrir temporariamente o Aeroporto de Helsinque da Capital Finlandês desde as 15h.às 23hSegunda -feira horário local.,neutral
Os relatórios de acordo com as operações comerciais mescladas começarão a partir de 1º de janeiro de 2011.,neutral
"Os ganhos por ação (EPS) no primeiro trimestre de 2007 foram de 0,07 euros, acima de 0,04.",positive
As Finnlines estimadas em sua reunião geral anual que 2008 serão financeiramente um ano difícil devido a grandes investimentos.,negative
"Enquanto isso, os acionistas minoritários, esperando que a TeliaSonera mantenha a oferta, venda ações agora.",neutral
"As vendas líquidas externas do negócio de impressão caíram 43,7 %, em parte devido ao término do contrato de impressão entre a Ilkka-Yhtyma House I-Print OY e o Setor Player HSS Media AB em dezembro de 2009 e a queda nos preços da impressão.",negative
"O lucro operacional foi de 9,8 milhões de euros, em comparação com uma perda de 12,7 euros no período correspondente em 2009.",positive
A notícia na rua é que o Allérgen está olhando para a Endo International após a falha na fusão da Pfizer.May-20 $ 35 liga ativa.$ ENDP,positive
"A FBR Capital reiterou a classificação ""Superform"" em $ BRCM com uma meta de preço de US $ 45,00 na sexta -feira.",positive
"Os metais-zinco surgem 12 PCT após a glencore corta a saída, abastecendo os metais",positive
"O lucro do período caiu para 1,6 milhão de euros de 7,5 milhões de euros em janeiro a setembro de 2008.",negative
Vale a pena investir em Tesco PLC e Prudential PLC agora?,positive
"Na empresa farmacêutica Finlândia Finlandesa Orion Corporation OMX Helsinque: Ornav disse na quarta -feira, 7 de janeiro, que concluiu suas negociações de pessoal na Finlândia e reduzirá o número de pessoal em 205.",neutral
"A varejista finlandesa Stockmann obteve a aprovação do Conselho de Rival Sueco Lindex para uma oferta pública de concurso com o objetivo de expandir a presença das empresas na Rússia e em outros países da CEE, disse Stockmann na segunda -feira.",positive
"Em um comunicado, a empresa disse que os clientes da Vocollect T2 na América do Norte agora podem tirar proveito de sua solução de armazenamento direcionado por voz e aumentar os ganhos de eficiência e produtividade do armazém a um preço com desconto.",positive
Niklas Skogster foi empregado pelo grupo ABB em várias posições relativas ao desenvolvimento de operações.,neutral
"O lucro operacional, excluindo itens não recorrentes, totalizou 0,2 milhão de euros, abaixo dos 0,8 milhões de euros no período correspondente em 2006.",negative
"O artigo finlandês Metso recebeu um contrato para a reconstrução da fábrica de celulose da Sabah Forest Industries (SFI) em Sabah, Malásia.",positive
Ruukki prevê um crescimento anual de vendas de 15 a 20 % e um resultado positivo antes dos impostos para 2010.,positive
O preço da soja OGM é 5 % -7 % menor que o não -OGM.,neutral
"Os pneus Nokianos da Finlândia e a Ordabasy Corporation do Cazaquistão assinaram um acordo para construir uma fábrica em Astana para produzir pneus de carro, disse o presidente da Ordabasy, Dinmukhamet Idrisov, em entrevista coletiva.",positive
"Com vendas de US $ 12,7 bilhões nos últimos doze meses encerrados em outubro de 2010 e mais de 9.200 lojas em 35 estados, o Dollar General é o maior varejista de descontos em pequenas caixas do país.",neutral
Obtenha o MidnightTrader em tempo real: este relatório está atrasado.,neutral
